,IQ Name,IQID,IQ_TOTAL_REV,IQ_NI_CF,IQ_AR,IQ_GP ,IQ_TOTAL_ASSETS,IQ_AP,IQ_TOTAL_LIAB,IQ_TOTAL_DEBT,IQ_CASH_FINAN,IQ_TOTAL_EQUITY,IQ_CASH_EQUIV,year,quarter
3737,"Bio-Rad Laboratories, Inc.",IQ255743,469.961,17.37,341.548,263.452,3666.396,268.228,1236.667,436.107,2.123,2429.729,507.329,2015,3
3738,"Bio-Rad Laboratories, Inc.",IQ255743,570.557,49.482,391.485,308.515,3709.718,122.391,1219.215,434.181,3.728,2490.503,457.549,2015,4
3739,"Bio-Rad Laboratories, Inc.",IQ255743,471.197,12.276,381.1,264.029,3753.413,241.249,1208.964,434.276,0.258,2544.449,403.615,2016,1
3740,"Bio-Rad Laboratories, Inc.",IQ255743,516.7769999999999,18.014,366.281,281.932,3874.635,256.112,1260.0739999999998,434.351,3.036,2614.561,418.651,2016,2
3741,"Bio-Rad Laboratories, Inc.",IQ255743,508.745,18.405,367.662,279.469,4019.726,280.453,1317.035,434.434,2.897,2702.691,417.939,2016,3
3742,"Bio-Rad Laboratories, Inc.",IQ255743,571.453,-22.695,372.348,314.457,3850.504,133.109,1271.344,434.52,2.829,2579.16,456.264,2016,4
3743,"Bio-Rad Laboratories, Inc.",IQ255743,500.051,12.413,373.443,280.063,3952.769,231.485,1245.303,434.755,0.6729999999999999,2707.466,291.663,2017,1
3744,"Bio-Rad Laboratories, Inc.",IQ255743,504.666,5.035,392.842,273.375,4143.459,277.566,1332.4620000000002,434.891,-1.068,2810.9970000000003,321.584,2017,2
3745,"Bio-Rad Laboratories, Inc.",IQ255743,534.141,22.067,419.708,299.008,4185.728,273.958,1337.281,434.927,-2.84,2848.447,328.894,2017,3
3746,"Bio-Rad Laboratories, Inc.",IQ255743,621.295,82.734,464.847,336.957,4273.012,135.18200000000002,1342.7620000000002,435.001,3.576,2930.25,383.824,2017,4
3747,"Bio-Rad Laboratories, Inc.",IQ255743,551.519,656.7739999999999,430.361,302.203,6214.911999999999,244.065,1726.821,435.047,2.515,4488.090999999999,407.272,2018,1
3748,"Bio-Rad Laboratories, Inc.",IQ255743,575.911,268.043,404.091,301.66700000000003,6386.223000000001,250.421,1747.277,440.497,-2.016,4638.946,403.006,2018,2
3749,"Bio-Rad Laboratories, Inc.",IQ255743,545.138,269.326,381.526,286.716,6718.661999999999,247.828,1818.181,440.575,-2.176,4900.481,434.517,2018,3
3750,"Bio-Rad Laboratories, Inc.",IQ255743,616.847,-828.529,392.443,337.865,5611.068,122.45,1590.737,439.43,-47.003,4020.331,431.526,2018,4
3751,"Bio-Rad Laboratories, Inc.",IQ255743,553.979,865.195,391.699,311.762,6862.914000000001,234.418,1999.059,666.334,2.161,4863.855,455.89,2019,1
3752,"Bio-Rad Laboratories, Inc.",IQ255743,572.619,598.81,377.904,307.769,7646.945,243.109,2160.135,661.071,-15.645,5486.81,580.684,2019,2
3753,"Bio-Rad Laboratories, Inc.",IQ255743,560.633,-258.816,356.025,307.026,7177.116,247.735,2045.924,665.8710000000001,-4.4910000000000005,5131.192,561.071,2019,3
3754,"Bio-Rad Laboratories, Inc.",IQ255743,624.428,553.486,392.672,342.539,8008.859,107.014,2253.802,651.134,-4.783,5755.057,660.672,2019,4
3755,"Bio-Rad Laboratories, Inc.",IQ255743,571.644,685.9119999999999,380.476,315.868,8684.359,118.221,2391.28,648.405,-98.617,6293.079000000001,603.5509999999999,2020,1
3756,"Bio-Rad Laboratories, Inc.",IQ255743,536.88,966.429,360.854,292.988,10097.307,130.905,2743.905,645.779,-2.979,7353.401999999999,607.5840000000001,2020,2
3757,"Bio-Rad Laboratories, Inc.",IQ255743,647.263,1314.8239999999998,402.241,367.311,12020.931,132.994,3195.786,645.408,0.439,8825.145,840.325,2020,3
3758,"Bio-Rad Laboratories, Inc.",IQ255743,789.8389999999999,839.102,419.424,458.255,12972.618,139.451,3092.678,225.691,-421.884,9879.94,662.205,2020,4
3759,Brown-Forman Corporation,IQ256839,698.4,154.0,544.0,458.8,3440.1,390.4,1464.7,640.6,-183.8,1975.4,155.7,2011,2
3760,Brown-Forman Corporation,IQ256839,708.0,140.7,530.3,463.5,3522.9,365.8,1649.2,759.8,-87.2,1873.7,278.6,2011,3
3761,Brown-Forman Corporation,IQ256839,610.2,165.9,496.0,422.9,3712.0,126.0,1652.0,759.0,-67.6,2060.0,567.0,2011,4
3762,Brown-Forman Corporation,IQ256839,637.8,118.1,523.3,420.3,3749.2,419.1,1679.0,761.4,-61.1,2070.2,552.5,2012,1
3763,Brown-Forman Corporation,IQ256839,781.1,157.5,641.9,501.9,3673.6,463.1,1667.4,760.2,-243.5,2006.2,380.1,2012,2
3764,Brown-Forman Corporation,IQ256839,701.6,133.1,568.7,450.9,3676.4,394.8,1641.7,761.5,-52.8,2034.7,494.9,2012,3
3765,Brown-Forman Corporation,IQ256839,602.4,104.3,475.0,421.8,3477.0,120.0,1408.0,510.0,-304.6,2069.0,338.0,2012,4
3766,Brown-Forman Corporation,IQ256839,666.0,147.0,524.9,464.0,3583.0,379.7,1461.0,511.3,-45.0,2122.0,361.5,2013,1
3767,Brown-Forman Corporation,IQ256839,777.0,173.0,681.5,525.0,3803.9,487.9,1499.1,512.0,-49.0,2304.8,368.5,2013,2
3768,Brown-Forman Corporation,IQ256839,747.0,158.0,633.8,507.0,3832.3,476.7,2313.5,1260.9,-167.0,1518.8,386.8,2013,3
3769,Brown-Forman Corporation,IQ256839,660.0,113.0,548.0,460.0,3626.0,133.0,1998.0,1002.0,-315.0,1628.0,204.0,2013,4
3770,Brown-Forman Corporation,IQ256839,686.0,143.0,542.0,477.0,3686.0,393.0,2020.0,1003.0,-51.0,1666.0,217.0,2014,1
3771,Brown-Forman Corporation,IQ256839,833.0,206.0,729.0,576.0,3882.0,505.0,2044.0,1004.0,-102.0,1838.0,192.0,2014,2
3772,Brown-Forman Corporation,IQ256839,782.0,177.0,679.0,532.0,3993.0,450.0,2104.0,1006.0,-61.0,1889.0,287.0,2014,3
3773,Brown-Forman Corporation,IQ256839,689.0,133.0,569.0,493.0,4103.0,134.0,2071.0,1005.0,-74.0,2032.0,437.0,2014,4
3774,Brown-Forman Corporation,IQ256839,705.0,150.0,547.0,495.0,4191.0,431.0,2137.0,1011.0,-57.0,2054.0,460.0,2015,1
3775,Brown-Forman Corporation,IQ256839,877.0,208.0,761.0,609.0,4243.0,535.0,2168.0,1122.0,-144.0,2075.0,235.0,2015,2
3776,Brown-Forman Corporation,IQ256839,813.0,185.0,631.0,553.0,4161.0,515.0,2120.0,1006.0,-248.0,2041.0,250.0,2015,3
3777,Brown-Forman Corporation,IQ256839,739.0,141.0,583.0,526.0,4188.0,123.0,2283.0,1183.0,-82.0,1905.0,370.0,2015,4
3778,Brown-Forman Corporation,IQ256839,697.0,156.0,505.0,490.0,4334.0,438.0,2627.0,1492.0,21.0,1707.0,494.0,2016,1
3779,Brown-Forman Corporation,IQ256839,854.0,200.0,727.0,586.0,4319.0,549.0,2918.0,1782.0,-285.0,1401.0,195.0,2016,2
3780,Brown-Forman Corporation,IQ256839,809.0,189.0,630.0,555.0,4333.0,498.0,2916.0,1738.0,-136.0,1417.0,317.0,2016,3
3781,Brown-Forman Corporation,IQ256839,729.0,522.0,559.0,513.0,4183.0,121.0,2621.0,1501.0,-660.0,1562.0,263.0,2016,4
3782,Brown-Forman Corporation,IQ256839,661.0,144.0,501.0,453.0,4755.0,449.0,3425.0,2241.0,398.0,1330.0,459.0,2017,1
3783,Brown-Forman Corporation,IQ256839,830.0,198.0,660.0,552.0,4720.0,544.0,3437.0,2254.0,-261.0,1283.0,211.0,2017,2
3784,Brown-Forman Corporation,IQ256839,808.0,182.0,611.0,536.0,4600.0,466.0,3416.0,2226.0,-248.0,1184.0,197.0,2017,3
3785,Brown-Forman Corporation,IQ256839,695.0,145.0,557.0,480.0,4625.0,137.0,3255.0,2149.0,-174.0,1370.0,182.0,2017,4
3786,Brown-Forman Corporation,IQ256839,723.0,178.0,576.0,493.0,4802.0,444.0,3382.0,2228.0,-31.0,1420.0,238.0,2018,1
3787,Brown-Forman Corporation,IQ256839,914.0,239.0,753.0,610.0,4978.0,546.0,3331.0,2204.0,-96.0,1647.0,212.0,2018,2
3788,Brown-Forman Corporation,IQ256839,878.0,190.0,725.0,587.0,5042.0,548.0,3841.0,2097.0,-253.0,1201.0,287.0,2018,3
3789,Brown-Forman Corporation,IQ256839,733.0,110.0,639.0,512.0,4976.0,154.0,3660.0,2556.0,-86.0,1316.0,239.0,2018,4
3790,Brown-Forman Corporation,IQ256839,766.0,200.0,658.0,523.0,5025.0,558.0,3657.0,2486.0,-122.0,1368.0,211.0,2019,1
3791,Brown-Forman Corporation,IQ256839,910.0,249.0,768.0,590.0,5149.0,614.0,3652.0,2546.0,-121.0,1497.0,193.0,2019,2
3792,Brown-Forman Corporation,IQ256839,904.0,227.0,737.0,571.0,5163.0,584.0,3670.0,2508.0,-215.0,1493.0,260.0,2019,3
3793,Brown-Forman Corporation,IQ256839,744.0,159.0,609.0,482.0,5139.0,150.0,3492.0,2440.0,-141.0,1647.0,307.0,2019,4
3794,Brown-Forman Corporation,IQ256839,766.0,186.0,626.0,498.0,5322.0,501.0,3659.0,2537.0,-26.0,1663.0,307.0,2020,1
3795,Brown-Forman Corporation,IQ256839,989.0,282.0,823.0,619.0,5553.0,569.0,3611.0,2504.0,-157.0,1942.0,235.0,2020,2
3796,Brown-Forman Corporation,IQ256839,899.0,231.0,732.0,557.0,5518.0,534.0,3513.0,2353.0,-243.0,2005.0,276.0,2020,3
3797,Brown-Forman Corporation,IQ256839,709.0,128.0,570.0,453.0,5766.0,131.0,3791.0,2655.0,235.0,1975.0,675.0,2020,4
3798,Brown-Forman Corporation,IQ256839,753.0,324.0,721.0,465.0,6191.0,542.0,4041.0,2705.0,-37.0,2150.0,908.0,2021,1
3799,Brown-Forman Corporation,IQ256839,985.0,240.0,879.0,581.0,6350.0,600.0,3947.0,2667.0,-118.0,2403.0,964.0,2021,2
3800,BorgWarner Inc.,IQ25708,1730.4,124.5,1278.4,342.8,6007.0,1219.1,3653.2,1435.7,78.6,2353.8,222.9,2011,1
3801,BorgWarner Inc.,IQ25708,1818.8,162.0,1269.9,357.1,6226.0,1295.2,3727.5,1448.9,-62.1,2498.5,372.4,2011,2
3802,BorgWarner Inc.,IQ25708,1791.8,141.6,1237.9,350.8,6094.3,1272.9,3628.6,1392.5,-85.0,2465.7,377.0,2011,3
3803,BorgWarner Inc.,IQ25708,1773.7,122.0,1033.1,359.7,5958.6,820.7,3505.6,1329.1,-151.2,2453.0,359.6,2011,4
3804,BorgWarner Inc.,IQ25708,1912.5,158.0,1369.4,395.8,6281.3,1218.1,3560.5,1410.0,97.3,2720.8,396.9,2012,1
3805,BorgWarner Inc.,IQ25708,1856.4,120.6,1327.7,383.2,6220.7,1210.8,3286.2,1153.2,-87.0,2934.5,481.9,2012,2
3806,BorgWarner Inc.,IQ25708,1695.2,101.1,1261.4,343.7,6346.5,1212.1,3241.0,1102.8,-61.4,3105.5,621.5,2012,3
3807,BorgWarner Inc.,IQ25708,1719.1,121.2,1012.5,344.2,6400.8,815.4,3254.7,1067.2,-137.5,3146.1,715.7,2012,4
3808,BorgWarner Inc.,IQ25708,1851.1,142.0,1318.4,374.7,6528.9,1227.5,3367.3,1200.7,59.7,3161.6,695.4,2013,1
3809,BorgWarner Inc.,IQ25708,1893.9,174.1,1339.7,396.6,6705.4,1270.6,3449.4,1230.1,-61.9,3256.0,817.0,2013,2
3810,BorgWarner Inc.,IQ25708,1806.2,166.8,1347.5,379.6,6964.3,1293.8,3529.6,1272.3,-57.0,3434.7,920.4,2013,3
3811,BorgWarner Inc.,IQ25708,1885.4,141.4,1065.4,406.6,6917.0,935.4,3284.6,1222.6,-76.2,3632.4,939.5,2013,4
3812,BorgWarner Inc.,IQ25708,2084.1,159.1,1546.1,445.8,7357.8,1480.6,3620.5,1366.1,56.0,3737.3,808.1,2014,1
3813,BorgWarner Inc.,IQ25708,2197.0,190.2,1571.7,472.8,7457.0,1536.5,3563.3,1245.3,-185.1,3893.7,771.4,2014,2
3814,BorgWarner Inc.,IQ25708,2032.1,166.6,1466.1,424.5,7282.3,1428.1,3482.1,1311.5,-20.4,3800.2,782.8,2014,3
3815,BorgWarner Inc.,IQ25708,1991.9,139.9,1198.3,413.3,7228.0,979.2,3537.1,1340.0,-52.2,3690.9,797.8,2014,4
3816,BorgWarner Inc.,IQ25708,1984.2,178.9,1564.7,429.0,7522.6,1355.4,3960.1,1838.4,416.8,3562.5,1035.5,2015,1
3817,BorgWarner Inc.,IQ25708,2031.9,148.1,1573.0,429.0,7766.3,1432.6,4014.8,1803.8,-94.7,3751.5,1107.9,2015,2
3818,BorgWarner Inc.,IQ25708,1884.0,157.4,1551.5,398.2,7687.1,1331.1,3899.2,1809.1,-82.6,3787.9,1033.3,2015,3
3819,BorgWarner Inc.,IQ25708,2123.1,125.3,1421.7,446.9,8825.7,1225.6,5194.2,2553.0,497.1,3631.5,577.7,2015,4
3820,BorgWarner Inc.,IQ25708,2268.6,164.1,1861.2,464.3,8940.7,1686.3,5179.6,2598.4,-124.8,3761.1,392.3,2016,1
3821,BorgWarner Inc.,IQ25708,2329.2,164.4,1806.9,496.7,8988.6,1661.6,5232.5,2634.8,-86.1,3756.1,495.0,2016,2
3822,BorgWarner Inc.,IQ25708,2214.2,83.3,1764.0,471.1,9007.3,1634.9,5216.6,2615.3,-99.2,3790.7,518.7,2016,3
3823,BorgWarner Inc.,IQ25708,2259.0,-293.3,1445.4,501.0,8834.7,1259.4,5532.8,2219.5,-423.7,3301.9,443.7,2016,4
3824,BorgWarner Inc.,IQ25708,2407.0,189.2,1934.3,516.3,9083.7,1722.1,5604.0,2295.4,-15.8,3479.7,358.4,2017,1
3825,BorgWarner Inc.,IQ25708,2389.7,212.0,1939.3,512.9,9288.5,1720.8,5596.6,2219.7,-198.5,3691.9,387.1,2017,2
3826,BorgWarner Inc.,IQ25708,2416.2,184.9,2046.1,521.6,9816.2,1830.6,5899.9,2395.1,108.1,3916.3,414.3,2017,3
3827,BorgWarner Inc.,IQ25708,2586.4,-146.2,1739.4,564.8,9787.6,1545.6,5961.7,2188.3,-256.3,3825.9,545.3,2017,4
3828,BorgWarner Inc.,IQ25708,2784.0,225.0,2247.1,591.0,10034.8,1943.1,6019.0,2325.5,-3.0,4015.8,409.7,2018,1
3829,BorgWarner Inc.,IQ25708,2694.0,272.0,2141.7,580.0,9777.2,1912.7,5723.2,2173.0,-212.0,4054.0,361.9,2018,2
3830,BorgWarner Inc.,IQ25708,2478.0,204.0,2071.6,515.0,9716.4,1809.3,5546.2,2136.3,-108.0,4170.2,361.8,2018,3
3831,BorgWarner Inc.,IQ25708,2574.0,230.0,1732.0,544.0,10095.0,1485.0,5750.0,2114.0,-60.0,4345.0,739.0,2018,4
3832,BorgWarner Inc.,IQ25708,2566.0,160.0,2076.0,519.0,10104.0,1815.0,5719.0,2184.0,-153.0,4385.0,494.0,2019,1
3833,BorgWarner Inc.,IQ25708,2551.0,172.0,2073.0,513.0,10231.0,1880.0,5729.0,2193.0,-65.0,4502.0,710.0,2019,2
3834,BorgWarner Inc.,IQ25708,2492.0,194.0,1993.0,524.0,10199.0,1849.0,5621.0,2162.0,-30.0,4578.0,916.0,2019,3
3835,BorgWarner Inc.,IQ25708,2559.0,220.0,1717.0,545.0,9702.0,1325.0,4858.0,2045.0,-172.0,4844.0,832.0,2019,4
3836,BorgWarner Inc.,IQ25708,2279.0,129.0,1744.0,447.0,9502.0,1657.0,4638.0,1950.0,-62.0,4864.0,901.0,2020,1
3837,BorgWarner Inc.,IQ25708,1426.0,-98.0,1543.0,174.0,10337.0,1514.0,5574.0,3059.0,1061.0,4763.0,2003.0,2020,2
3838,BorgWarner Inc.,IQ25708,2534.0,111.0,1985.0,517.0,10892.0,1995.0,5974.0,2836.0,-288.0,4918.0,2121.0,2020,3
3839,BorgWarner Inc.,IQ25708,3926.0,358.0,2641.0,772.0,16029.0,2352.0,9305.0,4006.0,-274.0,6724.0,1650.0,2020,4
3840,CMS Energy Corporation,IQ257682,1682.0,25.0,1006.0,364.0,15616.0,501.0,12779.0,7386.0,-133.0,2837.0,247.0,2010,4
3841,CMS Energy Corporation,IQ257682,2055.0,135.0,941.0,535.0,15642.0,421.0,12711.0,7383.0,-61.0,2931.0,801.0,2011,1
3842,CMS Energy Corporation,IQ257682,1364.0,100.0,729.0,380.0,15945.0,452.0,12943.0,7484.0,61.0,3002.0,994.0,2011,2
3843,CMS Energy Corporation,IQ257682,1464.0,139.0,716.0,469.0,15958.0,493.0,12871.0,7348.0,-69.0,3087.0,623.0,2011,3
3844,CMS Energy Corporation,IQ257682,1620.0,41.0,921.0,370.0,16452.0,584.0,13380.0,7264.0,-130.0,3072.0,161.0,2011,4
3845,CMS Energy Corporation,IQ257682,1743.0,67.0,784.0,429.0,16160.0,417.0,13067.0,7192.0,-125.0,3093.0,358.0,2012,1
3846,CMS Energy Corporation,IQ257682,1333.0,100.0,719.0,450.0,16293.0,536.0,13138.0,7031.0,-182.0,3155.0,187.0,2012,2
3847,CMS Energy Corporation,IQ257682,1507.0,148.0,720.0,533.0,16608.0,500.0,13368.0,7376.0,278.0,3240.0,128.0,2012,3
3848,CMS Energy Corporation,IQ257682,1670.0,67.0,938.0,430.0,17131.0,521.0,13893.0,7514.0,70.0,3238.0,93.0,2012,4
3849,CMS Energy Corporation,IQ257682,1979.0,144.0,1024.0,580.0,17269.0,436.0,13919.0,7622.0,61.0,3350.0,586.0,2013,1
3850,CMS Energy Corporation,IQ257682,1406.0,80.0,833.0,419.0,17429.0,521.0,14069.0,7597.0,-96.0,3360.0,537.0,2013,2
3851,CMS Energy Corporation,IQ257682,1445.0,126.0,798.0,516.0,16986.0,526.0,13553.0,7761.0,88.0,3433.0,260.0,2013,3
3852,CMS Energy Corporation,IQ257682,1736.0,102.0,986.0,489.0,17416.0,595.0,13925.0,7971.0,137.0,3491.0,172.0,2013,4
3853,CMS Energy Corporation,IQ257682,2523.0,204.0,1298.0,682.0,17924.0,642.0,14269.0,8337.0,321.0,3655.0,758.0,2014,1
3854,CMS Energy Corporation,IQ257682,1468.0,83.0,1004.0,442.0,17719.0,597.0,14037.0,8105.0,-289.0,3682.0,358.0,2014,2
3855,CMS Energy Corporation,IQ257682,1430.0,94.0,898.0,446.0,18381.0,613.0,14674.0,8861.0,674.0,3707.0,493.0,2014,3
